"Machine";"Table schema";"Query";"Compiler";"Opt. level";"Layout name";"Chunk size [tuples]";"Chunk size provided at";"Chunk sizes considered";"ConfIntLow";"ConfIntHigh";"run1";"run2";"run3";"run4";"run5";"Best solution"
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX1";"2";"Runtime";"Powers of 2";2.13253169064398;2.13344990935602;2.132986;2.133068;2.133053;2.132962;2.132885;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX2";"4";"Runtime";"Powers of 2";1.73035146491568;1.73206653508432;1.731268;1.731109;1.731406;1.731054;1.731208;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX3";"8";"Runtime";"Powers of 2";1.54955348684683;1.55299891315317;1.551415;1.551406;1.551569;1.550876;1.551115;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX4";"16";"Runtime";"Powers of 2";1.50738895976734;1.55884944023266;1.540268;1.530765;1.530668;1.530662;1.533233;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX5";"32";"Runtime";"Powers of 2";1.5110142763451;1.5161369236549;1.513325;1.513548;1.513712;1.514189;1.513104;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX6";"64";"Runtime";"Powers of 2";1.48792165179759;1.48918794820241;1.488705;1.48849;1.488444;1.488601;1.488534;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX7";"128";"Runtime";"Powers of 2";1.53458581951933;1.56887218048067;1.556665;1.550491;1.550431;1.550391;1.550667;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX8";"256";"Runtime";"Powers of 2";1.65277127273443;1.65587512726557;1.654716;1.654223;1.65436;1.654281;1.654036;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX9";"512";"Runtime";"Powers of 2";1.69077619323663;1.69286900676337;1.691634;1.6917;1.692011;1.691784;1.691984;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX10";"1024";"Runtime";"Powers of 2";1.7259248448029;1.7801479551971;1.760847;1.751063;1.751024;1.751218;1.75103;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX11";"2048";"Runtime";"Powers of 2";1.72318619908645;1.72427020091355;1.72378;1.723674;1.723857;1.723653;1.723677;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX12";"4096";"Runtime";"Powers of 2";1.51130103165493;1.51351576834507;1.512454;1.512238;1.512438;1.512243;1.512669;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX0";"1";"Compile time";"Powers of 2";1.48959076355704;1.49076643644296;1.490269;1.490039;1.490131;1.490202;1.490252;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX1";"2";"Compile time";"Powers of 2";1.4135591348732;1.4146724651268;1.414239;1.414132;1.41399;1.414089;1.414129;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX2";"4";"Compile time";"Powers of 2";1.39048787834659;1.39125332165341;1.390956;1.390873;1.390832;1.390897;1.390795;t
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX3";"8";"Compile time";"Powers of 2";1.40817577018535;1.41021062981465;1.409337;1.409135;1.40898;1.409135;1.409379;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX4";"16";"Compile time";"Powers of 2";1.52773016584307;1.57768863415693;1.551456;1.559885;1.550783;1.550716;1.550707;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX5";"32";"Compile time";"Powers of 2";1.50980754495823;1.51265805504177;1.511287;1.511203;1.511594;1.511007;1.511073;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX6";"64";"Compile time";"Powers of 2";1.501463155153;1.501769244847;1.50163;1.501617;1.501649;1.501588;1.501597;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX7";"128";"Compile time";"Powers of 2";1.58140424509894;1.58209655490106;1.581822;1.581765;1.581719;1.581771;1.581675;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX8";"256";"Compile time";"Powers of 2";1.66460030928298;1.66598529071702;1.665456;1.665268;1.665301;1.665296;1.665143;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX9";"512";"Compile time";"Powers of 2";1.6917372693765;1.6939691306235;1.693154;1.692736;1.692794;1.692874;1.692708;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX10";"1024";"Compile time";"Powers of 2";1.74384520674594;1.78597839325406;1.76376;1.770969;1.763376;1.763279;1.763175;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX11";"2048";"Compile time";"Powers of 2";1.72060507374386;1.72187252625614;1.721389;1.721164;1.721132;1.721226;1.721283;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"columnX12";"4096";"Compile time";"Powers of 2";1.51457189115029;1.51617770884971;1.515591;1.515366;1.515361;1.515302;1.515254;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"column";"n/a";"n/a";"n/a";1.46854078121495;1.46979201878505;1.469231;1.469141;1.469011;1.469175;1.469274;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O2";"row";"n/a";"n/a";"n/a";1.48800317028784;1.48937482971216;1.488549;1.488682;1.488677;1.488678;1.488859;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX0";"1";"Runtime";"Powers of 2";2.494676031038;2.496115568962;2.49552;2.495356;2.495308;2.495518;2.495277;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX1";"2";"Runtime";"Powers of 2";2.09190097554707;2.09417382445293;2.093331;2.092961;2.093091;2.092937;2.092867;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX2";"4";"Runtime";"Powers of 2";1.66364137879488;1.66591582120512;1.665096;1.664728;1.664758;1.664646;1.664665;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX3";"8";"Runtime";"Powers of 2";1.51108027073107;1.51259052926893;1.512018;1.51175;1.511707;1.511823;1.511879;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX4";"16";"Runtime";"Powers of 2";1.51573262739489;1.51795737260511;1.516884;1.516687;1.516748;1.517139;1.516767;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX5";"32";"Runtime";"Powers of 2";1.50786117328793;1.50884802671207;1.508474;1.508358;1.508274;1.508291;1.508376;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX6";"64";"Runtime";"Powers of 2";1.46186450977868;1.51970669022132;1.499118;1.488792;1.488741;1.488623;1.488654;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX7";"128";"Runtime";"Powers of 2";1.53205851492461;1.53293148507539;1.532522;1.532602;1.532483;1.532432;1.532436;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX8";"256";"Runtime";"Powers of 2";1.65379647995871;1.65478832004129;1.654405;1.654295;1.65418;1.654281;1.654301;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX9";"512";"Runtime";"Powers of 2";1.66992596575404;1.71953043424596;1.701871;1.693087;1.692982;1.692736;1.692965;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX10";"1024";"Runtime";"Powers of 2";1.75103875496469;1.75228644503531;1.751808;1.751678;1.751613;1.751535;1.751679;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX11";"2048";"Runtime";"Powers of 2";1.70777681694417;1.71031278305583;1.709178;1.708975;1.709009;1.709298;1.708764;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX12";"4096";"Runtime";"Powers of 2";1.50667171351518;1.50794108648482;1.50744;1.507221;1.507188;1.507351;1.507332;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX0";"1";"Compile time";"Powers of 2";1.48933611827397;1.49105468172603;1.490382;1.490276;1.490087;1.490042;1.49019;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX1";"2";"Compile time";"Powers of 2";1.41340569230164;1.41467150769836;1.414032;1.414206;1.414042;1.413954;1.413959;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX2";"4";"Compile time";"Powers of 2";1.39007461651152;1.39145818348848;1.390958;1.390748;1.390667;1.390727;1.390732;t
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX3";"8";"Compile time";"Powers of 2";1.40909541308641;1.41000778691359;1.409534;1.409663;1.40957;1.409462;1.409529;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX4";"16";"Compile time";"Powers of 2";1.54850229741147;1.55082570258853;1.549633;1.549629;1.549449;1.549966;1.549643;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX5";"32";"Compile time";"Powers of 2";1.51458511949919;1.51586528050081;1.515271;1.515218;1.515156;1.515373;1.515108;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX6";"64";"Compile time";"Powers of 2";1.49906958728014;1.50004401271986;1.499676;1.499597;1.499516;1.499505;1.49949;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX7";"128";"Compile time";"Powers of 2";1.56567323049067;1.56796116950933;1.567037;1.566889;1.566541;1.566864;1.566755;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX8";"256";"Compile time";"Powers of 2";1.65323972750906;1.65476107249094;1.654193;1.65401;1.653996;1.653861;1.653942;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX9";"512";"Compile time";"Powers of 2";1.69540847700153;1.69665672299847;1.69616;1.695929;1.696085;1.695932;1.696057;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX10";"1024";"Compile time";"Powers of 2";1.76279210549452;1.76415389450548;1.76362;1.763493;1.763485;1.763313;1.763454;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX11";"2048";"Compile time";"Powers of 2";1.70211489964635;1.73779950035365;1.725092;1.718874;1.71854;1.71854;1.71874;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"columnX12";"4096";"Compile time";"Powers of 2";1.52199575156107;1.52272704843893;1.52242;1.522412;1.522316;1.522286;1.522373;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"column";"n/a";"n/a";"n/a";1.4685855333793;1.4700652666207;1.469301;1.469305;1.469337;1.469176;1.469508;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"clang++";"-O3";"row";"n/a";"n/a";"n/a";1.46280542547408;1.51898257452592;1.488544;1.488666;1.49897;1.488983;1.489307;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX0";"1";"Runtime";"Powers of 2";2.48612705020176;2.48729534979824;2.486827;2.486641;2.486605;2.486786;2.486697;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX1";"2";"Runtime";"Powers of 2";2.33287574676192;2.33467425323808;2.333961;2.333872;2.33377;2.333661;2.333611;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX2";"4";"Runtime";"Powers of 2";2.17748531994864;2.17869148005136;2.178164;2.178195;2.178043;2.178088;2.177952;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX3";"8";"Runtime";"Powers of 2";2.12569204296773;2.12709235703227;2.126521;2.126288;2.126313;2.126508;2.126331;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX4";"16";"Runtime";"Powers of 2";2.07784108669559;2.12516691330441;2.108322;2.099815;2.099838;2.099778;2.099767;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX5";"32";"Runtime";"Powers of 2";2.09155521834688;2.09321278165312;2.092433;2.092377;2.092337;2.092569;2.092204;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX6";"64";"Runtime";"Powers of 2";2.07956794561927;2.08050725438073;2.08016;2.079996;2.07998;2.080062;2.07999;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX7";"128";"Runtime";"Powers of 2";1.36222075563727;1.39859164436273;1.385646;1.37913;1.379083;1.37908;1.379092;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX8";"256";"Runtime";"Powers of 2";1.4885092514482;1.4898223485518;1.489301;1.489212;1.489011;1.489151;1.489154;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX9";"512";"Runtime";"Powers of 2";1.57379674317516;1.57590485682484;1.575086;1.574804;1.574817;1.574624;1.574923;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX10";"1024";"Runtime";"Powers of 2";1.62693944624986;1.62886895375014;1.628148;1.627818;1.627957;1.627848;1.62775;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX11";"2048";"Runtime";"Powers of 2";1.59408755903351;1.59609964096649;1.595355;1.595093;1.595052;1.59491;1.595058;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX12";"4096";"Runtime";"Powers of 2";1.3026982873374;1.3035617126626;1.303225;1.303136;1.30306;1.303065;1.303164;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX0";"1";"Compile time";"Powers of 2";1.25828591240635;1.29848208759365;1.277179;1.277174;1.284159;1.276639;1.276769;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX1";"2";"Compile time";"Powers of 2";2.12551688792586;2.12810391207414;2.127018;2.127047;2.126655;2.126732;2.1266;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX2";"4";"Compile time";"Powers of 2";2.17865771472772;2.18022228527228;2.179639;2.179335;2.179486;2.179348;2.179392;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX3";"8";"Compile time";"Powers of 2";2.12573925314414;2.12713114685586;2.126579;2.126385;2.126287;2.12642;2.126505;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX4";"16";"Compile time";"Powers of 2";2.09893948026199;2.10154451973801;2.100275;2.100595;2.100135;2.100103;2.100102;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX5";"32";"Compile time";"Powers of 2";2.09236429627809;2.09320490372191;2.092852;2.092825;2.092794;2.092675;2.092777;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX6";"64";"Compile time";"Powers of 2";2.07909492769065;2.08049667230935;2.079943;2.079876;2.079761;2.07966;2.079739;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX7";"128";"Compile time";"Powers of 2";1.36158460368576;1.39919539631424;1.385808;1.379017;1.379012;1.37911;1.379003;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX8";"256";"Compile time";"Powers of 2";1.48813380467991;1.48939739532009;1.488913;1.4887;1.488717;1.488828;1.48867;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX9";"512";"Compile time";"Powers of 2";1.56926176422977;1.57080663577023;1.570166;1.569983;1.569932;1.57017;1.56992;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX10";"1024";"Compile time";"Powers of 2";1.61864331935925;1.61921228064075;1.618994;1.618911;1.618955;1.618884;1.618895;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX11";"2048";"Compile time";"Powers of 2";1.57716044822885;1.61572915177115;1.601994;1.595122;1.594878;1.595287;1.594943;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX12";"4096";"Compile time";"Powers of 2";1.30222818189586;1.30333421810414;1.302924;1.302728;1.302785;1.30278;1.302689;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"column";"n/a";"n/a";"n/a";1.24189289430759;1.28792030569241;1.271537;1.263237;1.263335;1.263182;1.263242;t
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"row";"n/a";"n/a";"n/a";1.27558028464396;1.27865821535604;1.277112;1.27704;1.276875;1.27745;;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX0";"1";"Runtime";"Powers of 2";4.09675462535311;4.10008657464689;4.098898;4.098253;4.098321;4.098319;4.098312;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX1";"2";"Runtime";"Powers of 2";3.12796509622971;3.13274210377029;3.130555;3.130339;3.1305;3.1297;3.130674;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX2";"4";"Runtime";"Powers of 2";2.58063263570006;2.58259336429994;2.581882;2.581586;2.581543;2.581586;2.581468;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX3";"8";"Runtime";"Powers of 2";1.39524954020257;1.39614245979743;1.395807;1.395667;1.395638;1.39564;1.395728;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX4";"16";"Runtime";"Powers of 2";0.929625371477131;0.931649428522869;0.930898;0.930532;0.930686;0.930581;0.93049;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX5";"32";"Runtime";"Powers of 2";0.720800502885891;0.723153497114109;0.722302;0.721977;0.721831;0.721906;0.721869;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX6";"64";"Runtime";"Powers of 2";0.700969803789585;0.703743796210416;0.702622;0.702573;0.702138;0.702215;0.702236;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX7";"128";"Runtime";"Powers of 2";0.69666683852656;0.70115156147344;0.699539;0.698856;0.698656;0.698693;0.698802;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX8";"256";"Runtime";"Powers of 2";0.893182711607617;0.895076088392383;0.894395;0.89407;0.894106;0.894009;0.894067;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX9";"512";"Runtime";"Powers of 2";1.06835148321746;1.07116451678254;1.070076;1.069813;1.069799;1.069634;1.069468;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX10";"1024";"Runtime";"Powers of 2";1.0629526236685;1.0640865763315;1.063607;1.063402;1.063579;1.063568;1.063442;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX11";"2048";"Runtime";"Powers of 2";1.08942714133692;1.09092685866308;1.090376;1.090197;1.090073;1.090141;1.090098;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX12";"4096";"Runtime";"Powers of 2";0.823690271278378;0.836591328721622;0.830415;0.830069;0.829774;0.831653;0.828793;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX0";"1";"Compile time";"Powers of 2";0.960965279718212;0.986131120281788;0.972666;0.972898;0.977162;0.972459;0.972556;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX1";"2";"Compile time";"Powers of 2";1.27655253557701;1.27744986442299;1.277112;1.277013;1.276917;1.276964;1.277;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX2";"4";"Compile time";"Powers of 2";1.31006760817238;1.31098679182762;1.310563;1.310624;1.310431;1.310483;1.310535;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX3";"8";"Compile time";"Powers of 2";1.33003361719647;1.33216438280353;1.331321;1.331229;1.330966;1.330919;1.33106;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX4";"16";"Compile time";"Powers of 2";0.822784088947549;0.824524311052451;0.823851;0.823545;0.82365;0.823502;0.823723;f
"Intel Xeon 5150 (Nehalem)";"(char a, char b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX5";"32";"Compile time";"Powers of 2";0.697727024153867;0.700109375846133;0.699251;0.698875;0.698755;0.698857;0.698853;f
